gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cd4_8	direction
Kdm6a	0.007868136139809754	-0.3471106863630772	0.168	0.311	1	CD4	down
Smap2	0.00790167795594004	0.49478848552807275	0.348	0.197	1	CD4	up
Rpl4	0.00798049169092106	-0.3265154595710067	0.93	1	1	CD4	down
Vmp1	0.007981893297441221	0.5827880323000787	0.304	0.148	1	CD4	up
Ccnc	0.008079111569954351	0.38463211342875053	0.155	0.033	1	CD4	up
Tbcb	0.008102823691293217	0.5356250940170513	0.351	0.197	1	CD4	up
Odc1	0.008203657869451863	0.5803686666581034	0.614	0.475	1	CD4	up
Rpn1	0.008237386488978671	0.56396967797288	0.285	0.148	1	CD4	up
Hint1	0.008326579080169576	0.4054895116836188	0.775	0.607	1	CD4	up
Alcam	0.00834294549265791	0.4223611189724811	0.133	0.016	1	CD4	up
Hspa1a	0.00834294549265791	1.2151847223681134	0.133	0.016	1	CD4	up
Timm13	0.008383072108247559	0.4274476641004985	0.456	0.279	1	CD4	up
Tnf	0.008394084035910446	0.5459695629253616	0.155	0.033	1	CD4	up
Prex1	0.008400929577564583	0.5364708699898051	0.449	0.295	1	CD4	up
Acox3	0.008445321403515733	0.30793273483683126	0.104	0	1	CD4	up
B4galnt4	0.008445321403515733	0.3977508453375606	0.104	0	1	CD4	up
Ccr5	0.008458051795829497	0.3756731547332301	0.133	0.016	1	CD4	up
Pmaip1	0.008513728800339742	0.38090339457556727	0.161	0.033	1	CD4	up
Ccdc50	0.008522333361894499	0.4300396752020125	0.263	0.098	1	CD4	up
Ctnna1	0.008536421820871212	0.447404862772188	0.244	0.098	1	CD4	up
Rara	0.008719182481494179	0.5999302386680754	0.272	0.131	1	CD4	up
Chd2	0.008775135742356029	-0.48554790262263414	0.525	0.656	1	CD4	down
Sp3	0.008810223569401233	-0.2881609552982195	0.316	0.508	1	CD4	down
Tln1	0.008856957829466583	0.5405712328909162	0.646	0.574	1	CD4	up
Ly6c2	0.008882503873213904	0.7327063529995196	0.234	0.082	1	CD4	up
Fbxw2	0.008921817973549219	0.5710849447055452	0.358	0.197	1	CD4	up
Ybx3	0.008983233528930821	0.6111210804046648	0.443	0.311	1	CD4	up
Ube4b	0.00899379639658456	-0.2730839962977521	0.095	0.213	1	CD4	down
Ppp2ca	0.009059632711315043	0.4657141959139317	0.674	0.525	1	CD4	up
Lsp1	0.009198594976415436	0.47053084051237093	0.696	0.656	1	CD4	up
Tmem167	0.009210239102871618	0.5004192040291415	0.44	0.311	1	CD4	up
Evi2a	0.009230069424739445	0.44459278656655293	0.155	0.033	1	CD4	up
Prelid1	0.00923314306780771	0.5017591328254101	0.528	0.426	1	CD4	up
Crebrf	0.009241074944291635	-0.44129968894010085	0.37	0.525	1	CD4	down
Vps29	0.00927675417435441	0.5339717123099165	0.386	0.23	1	CD4	up
Ctsb	0.009345811327041863	0.46597292517441424	0.468	0.311	1	CD4	up
Arrb2	0.009356390700786577	0.4298833156991869	0.177	0.049	1	CD4	up
Lars2	0.009364173238950781	0.5642994375278234	0.848	0.787	1	CD4	up
Trim35	0.009382917317470194	0.3948057875653479	0.225	0.082	1	CD4	up
Irf2	0.009413487500173285	0.39553151277505993	0.38	0.197	1	CD4	up
BE692007	0.009448415180063412	-0.457159398566594	0.123	0.246	1	CD4	down
Gbp7	0.009461767083061097	0.5470336798605371	0.301	0.148	1	CD4	up
Picalm	0.009500427436282032	0.5771764480733514	0.547	0.443	1	CD4	up
Il6ra	0.009506579386518142	-0.44821906201622497	0.184	0.328	1	CD4	down
Hnrnph2	0.009526183875206914	-0.3977270956557194	0.275	0.426	1	CD4	down
Zfp706	0.009569933548832477	0.5355277234911618	0.525	0.361	1	CD4	up
Ostf1	0.009575557341777634	0.5111175533601979	0.554	0.41	1	CD4	up
Mob3a	0.009593138145864417	0.41062386598991407	0.206	0.066	1	CD4	up
Abca1	0.009790176455284998	-0.262187858689484	0.047	0.131	1	CD4	down
Klhl6	0.009811543115699019	-0.5194077955975316	0.187	0.311	1	CD4	down
Lrig1	0.009841963437823542	-0.27195073469100994	0.038	0.115	1	CD4	down
Ubl3	0.00991454171846895	0.5739690676208815	0.551	0.443	1	CD4	up
Lsm8	0.009917317459919259	-0.46581651219911013	0.304	0.459	1	CD4	down
Nfyb	0.009928820274669863	0.42251453005113343	0.25	0.098	1	CD4	up
Nasp	0.00996898394204195	-0.4195653081640556	0.434	0.574	1	CD4	down
Rpl9-ps6	0.010026657014772823	-0.42708675564694387	0.326	0.492	1	CD4	down
Ppp2r3a	0.01005672760304077	-0.307424910941999	0.047	0.131	1	CD4	down
Glipr1	0.010119691532824259	0.4266063983320619	0.288	0.131	1	CD4	up
Arsb	0.010125448838517187	0.5587199792305704	0.234	0.098	1	CD4	up
Mgp	0.010142167453964459	0.4277928729735523	0.184	0.049	1	CD4	up
Psenen	0.010169489059409991	0.506992246872561	0.456	0.279	1	CD4	up
Nbeal2	0.010213700618533881	0.42211324434999287	0.18	0.049	1	CD4	up
Cd5	0.010414759816229342	0.61299552918974	0.468	0.311	1	CD4	up
Chmp4b	0.010478397032090801	-0.3403956104627617	0.418	0.574	1	CD4	down
Plp2	0.010548966890171185	0.4716330844365174	0.329	0.164	1	CD4	up
Endod1	0.010590722055917427	0.39695222513154477	0.155	0.033	1	CD4	up
Atad2	0.010595601260841163	-0.3612328680992829	0.342	0.525	1	CD4	down
Dedd2	0.010616508870165695	0.378540747505998	0.158	0.033	1	CD4	up
Kif1b	0.010622881293702422	-0.3811700940552276	0.259	0.41	1	CD4	down
Mrps6	0.010649314718673657	0.3938792281322392	0.206	0.066	1	CD4	up
Cdkn1a	0.010696241805928172	0.6454121728068367	0.32	0.164	1	CD4	up
Serf2	0.010711972496986777	-0.2591610674023035	0.864	0.918	1	CD4	down
Slc25a36	0.010737971744698885	-0.4295484811359245	0.203	0.344	1	CD4	down
Bcat2	0.011062807555245696	-0.251941759457031	0.038	0.115	1	CD4	down
P2rx4	0.011243018284529982	-0.28454700136186906	0.076	0.18	1	CD4	down
Lpxn	0.011412849886361735	0.42371640929224663	0.259	0.115	1	CD4	up
Skil	0.011438379398691285	-0.39890930652182055	0.671	0.787	1	CD4	down
Setd3	0.011588075425303533	0.512063208479241	0.266	0.131	1	CD4	up
Tbrg1	0.011590643772275958	0.3352299866833658	0.32	0.148	1	CD4	up
1110008P14Rik	0.011608003767785972	0.5482930378426568	0.244	0.115	1	CD4	up
Rab21	0.011627604689803249	0.5024211717205711	0.456	0.295	1	CD4	up
Eef1d	0.011756031691596608	-0.4448026288690268	0.601	0.738	1	CD4	down
Slamf6	0.011790039693889698	-0.3014501663463771	0.158	0.295	1	CD4	down
Rnh1	0.011869331359907868	0.44006831810801306	0.259	0.115	1	CD4	up
Pbrm1	0.011895426334324465	0.5784643911114309	0.528	0.41	1	CD4	up
Ndufb4	0.011941039825835968	0.44894828054394176	0.44	0.279	1	CD4	up
Mapkapk2	0.011944998506863525	0.4763694478213616	0.323	0.164	1	CD4	up
Map3k8	0.012153110787418988	0.3585616264217571	0.123	0.016	1	CD4	up
Sntb1	0.012154214783089612	-0.3148916569492108	0.07	0.164	1	CD4	down
Taok1	0.012177290659276179	0.5022028999029066	0.402	0.262	1	CD4	up
Map2k2	0.012179158878233832	0.514004775892963	0.396	0.246	1	CD4	up
AI662270	0.012262163315106392	0.4724662388282453	0.348	0.213	1	CD4	up
Mpp7	0.012283501309186349	-0.5547220664840604	0.142	0.262	1	CD4	down
AY036118	0.012333431182180924	0.4462768553240295	0.623	0.459	1	CD4	up
Tusc3	0.012397299029168302	0.38663569066187375	0.196	0.066	1	CD4	up
Map4k4	0.012443785036994642	-0.3317774568445242	0.503	0.672	1	CD4	down
Errfi1	0.012464628528596942	0.41169374877506615	0.285	0.131	1	CD4	up
Sertad1	0.012512351566932095	0.5926570383159506	0.342	0.197	1	CD4	up
Arpc5	0.012596257700468586	0.41515346773896455	0.668	0.541	1	CD4	up
Cox17	0.012659689212670883	0.5541051862771502	0.541	0.426	1	CD4	up
Zcchc9	0.012734976445041776	0.4885652158138734	0.272	0.131	1	CD4	up
Pnrc1	0.012738652768909746	-0.37005050427110753	0.845	0.951	1	CD4	down
Glmp	0.012754973777819482	0.3588158017350436	0.149	0.033	1	CD4	up
Sidt1	0.012758745985295274	-0.32435406058421523	0.079	0.18	1	CD4	down
Atp5j2	0.012823942545469596	0.4454812035693818	0.709	0.59	1	CD4	up
Sfxn3	0.012899651950859266	-0.3684976889528187	0.149	0.262	1	CD4	down
Evl	0.012917807743936147	-0.43472695192769806	0.228	0.361	1	CD4	down
Actg1	0.012948325930489635	0.41938075500015026	0.975	0.951	1	CD4	up
Nfatc1	0.013199872966257546	0.5357561143425009	0.383	0.213	1	CD4	up
Tada1	0.013307651524557432	0.3315639091917471	0.12	0.016	1	CD4	up
Sp4	0.013339329967337268	0.5167407328980602	0.234	0.098	1	CD4	up
Csnk2b	0.013408094049922395	0.4662016159199369	0.415	0.262	1	CD4	up
Mthfs	0.013489714457178012	0.33514598350254415	0.12	0.016	1	CD4	up
Icos	0.013548509797739135	0.6778971234621096	0.497	0.328	1	CD4	up
Dnmt3a	0.013777529946478325	0.40815115114898687	0.146	0.033	1	CD4	up
Atp5o	0.013780584840346504	0.35008360397467087	0.636	0.443	1	CD4	up
Smc3	0.0140608057601171	0.46515136880616625	0.453	0.311	1	CD4	up
Camk4	0.014080732021499873	-0.2596277054871496	0.079	0.18	1	CD4	down
Tmed9	0.014189644387127935	0.4095354650847116	0.519	0.377	1	CD4	up
Rabgap1l	0.014222956292565564	0.5335318684994866	0.408	0.262	1	CD4	up
Pfdn5	0.014324119416357226	0.3327494081490552	0.845	0.82	1	CD4	up
Postn	0.014379272136466892	0.31144745001629026	0.123	0.016	1	CD4	up
Timp2	0.01440563738465474	0.47149926391698616	0.348	0.197	1	CD4	up
Rpa1	0.01452767050611194	-0.3421466654816858	0.18	0.311	1	CD4	down
Irs2	0.014527681726651868	-0.30127022597693587	0.18	0.311	1	CD4	down
Arl4a	0.014617789863807882	0.4145341911004766	0.304	0.148	1	CD4	up
Tapbpl	0.014627193866873157	0.5386627172811276	0.225	0.098	1	CD4	up
Cox7a2l	0.014734515015634424	-0.4255138665878673	0.693	0.77	1	CD4	down
Klrc2	0.014767016744638197	0.3750535645189068	0.123	0.016	1	CD4	up
Gnas	0.014886188590825475	0.3931447235264727	0.782	0.672	1	CD4	up
Rlim	0.01499751754718435	-0.29496661816716674	0.323	0.492	1	CD4	down
Pin1	0.015168264840623702	0.45468869450477534	0.247	0.115	1	CD4	up
Psmb9	0.015398746712929982	0.5603500556954817	0.399	0.262	1	CD4	up
Cd40lg	0.015399013804847853	0.5308276940793566	0.25	0.115	1	CD4	up
Rnf145	0.015451176880944807	-0.4063022241839992	0.266	0.41	1	CD4	down
Gm2a	0.015497278972571677	0.29380403676931977	0.339	0.18	1	CD4	up
Jade2	0.015557567023344957	0.3182111024327863	0.174	0.049	1	CD4	up
Orai1	0.015596098168785285	0.5454935821349409	0.608	0.508	1	CD4	up
Crybg3	0.015695532230971837	0.3566598271842663	0.117	0.016	1	CD4	up
Ece1	0.015920894256288242	0.3590780225096992	0.142	0.033	1	CD4	up
Ckm	0.015974099388101	-0.441220938837545	0.361	0.525	1	CD4	down
Pycr2	0.016057164328144996	0.3240133994421606	0.146	0.033	1	CD4	up
Col1a2	0.016098953110114864	0.4352288938670701	0.684	0.574	1	CD4	up
Ctsw	0.016168069179210036	0.4708660543741322	0.212	0.082	1	CD4	up
Herc1	0.016199571709839312	-0.25661624146381423	0.358	0.541	1	CD4	down
Ngp	0.016232873719655365	0.5575112665724834	0.117	0.016	1	CD4	up
Asxl2	0.01623638892057449	0.459938874803334	0.31	0.164	1	CD4	up
Dlst	0.01624598558597475	0.417132371019971	0.269	0.131	1	CD4	up
Ddt	0.016253623387650844	-0.26804446569404206	0.152	0.279	1	CD4	down
Myoz2	0.016376206145185326	-0.29669112651473084	0.041	0.115	1	CD4	down
Isg20l2	0.016465234204665936	-0.2860131793792388	0.104	0.213	1	CD4	down
B3gnt2	0.016473733688859012	0.38089006692774285	0.462	0.311	1	CD4	up
Tesk1	0.016497037342113233	0.26359986543685754	0.12	0.016	1	CD4	up
Srsf7	0.01654290754848102	0.45863604741499264	0.642	0.525	1	CD4	up
Rictor	0.016563464292592353	-0.428936733678581	0.405	0.541	1	CD4	down
Ptprs	0.016617197776435444	0.37901850024143596	0.142	0.033	1	CD4	up
Ppp6r3	0.01675377676668863	-0.2650157988184165	0.301	0.459	1	CD4	down
Ggh	0.016756037530010464	0.4317556545391247	0.199	0.082	1	CD4	up
Leng8	0.01677036955398771	-0.262075075251036	0.199	0.344	1	CD4	down
Ufl1	0.01678631492590622	0.30762377403210694	0.117	0.016	1	CD4	up
Gzmb	0.016849635817732057	1.116958829782507	0.158	0.049	1	CD4	up
Ubqln1	0.016900157554856816	-0.37233017608404706	0.203	0.344	1	CD4	down
Glud1	0.016950426238072188	0.5789827396926113	0.601	0.508	1	CD4	up
Iscu	0.01717090242789709	-0.2812825147756427	0.19	0.328	1	CD4	down
Nr1d2	0.01723190229817534	-0.30163775030230144	0.152	0.279	1	CD4	down
Tubb2a	0.0173392470369562	-0.7271139268137119	0.266	0.393	1	CD4	down
Pdlim4	0.0173574895823611	-0.30468902889483757	0.051	0.131	1	CD4	down
Plekha5	0.01736410251429535	-0.26200250388231333	0.117	0.23	1	CD4	down
Capzb	0.017529880971639714	0.37866635146553596	0.608	0.492	1	CD4	up
Snf8	0.017653217690214343	0.4327766770616938	0.269	0.131	1	CD4	up
Cox8a	0.017658724642976784	0.2763300911319413	0.854	0.803	1	CD4	up
Bnip3l	0.01777712625546887	-0.3846792401816419	0.449	0.574	1	CD4	down
Snrnp25	0.017993238636083674	0.3121072642285747	0.136	0.033	1	CD4	up
Adam19	0.018001716935447366	0.5591413058522898	0.218	0.098	1	CD4	up
Ranbp10	0.018109842208296076	-0.5073076988478821	0.184	0.295	1	CD4	down
Stat5a	0.018362360365459858	-0.266887031691599	0.199	0.344	1	CD4	down
Slc25a19	0.01837435315803223	0.257754159863496	0.114	0.016	1	CD4	up
Manbal	0.018425000825776607	0.25843372839550743	0.117	0.016	1	CD4	up
Ccdc107	0.018938930985248917	0.34936250894288456	0.228	0.098	1	CD4	up
Tram1	0.019015793793335144	0.479758583854357	0.554	0.426	1	CD4	up
Mmp2	0.01902992101172891	0.4597315462663042	0.184	0.066	1	CD4	up
Ctsa	0.019031449654145067	0.38906045242781817	0.225	0.098	1	CD4	up
Nampt	0.01933496563614132	0.40082529426880187	0.158	0.049	1	CD4	up
Jaml	0.01939499417912279	0.3854307765085759	0.193	0.066	1	CD4	up
Rtcb	0.019439616851138222	0.3374495063987656	0.184	0.066	1	CD4	up
Paxx	0.019486433155175783	0.38087597722510985	0.203	0.082	1	CD4	up
Ubxn6	0.019898352117336954	0.38590627470229993	0.209	0.082	1	CD4	up
Rnf216	0.01997392472646839	0.2999397322654103	0.111	0.016	1	CD4	up
H2-T23	0.02026726129548094	0.4997824168200713	0.592	0.475	1	CD4	up
Tgfbr2	0.020272084778230053	-0.3726447549718044	0.44	0.639	1	CD4	down
Sec11a	0.02027892448938895	-0.5552488861582576	0.415	0.541	1	CD4	down
Esf1	0.020507330593997935	0.3619492851775991	0.206	0.082	1	CD4	up
Ppp2r5a	0.020533679802590247	-0.2594795752622987	0.472	0.639	1	CD4	down
Atp11c	0.02060171671463596	-0.31415919553346777	0.085	0.18	1	CD4	down
Wee1	0.020950263840823654	0.5007095844819588	0.155	0.049	1	CD4	up
Nr3c1	0.0209999858525971	0.5661878649252023	0.551	0.443	1	CD4	up
Inpp5d	0.021091520916802962	0.4173933248912315	0.364	0.23	1	CD4	up
Sit1	0.021124979388718462	0.37548492109745746	0.18	0.066	1	CD4	up
Ubald1	0.021124979388718462	0.35290225747705045	0.18	0.066	1	CD4	up
Mrps18c	0.021186474035991665	0.40296776927738276	0.326	0.18	1	CD4	up
Cox7a2	0.02120619140091095	0.4081198535627273	0.731	0.656	1	CD4	up
Ptpn7	0.02126032046195691	0.4864115782396724	0.253	0.131	1	CD4	up
5430405H02Rik	0.02128449570601426	-0.2969268798396003	0.054	0.131	1	CD4	down
Chd4	0.021291187374850605	0.5313830414852516	0.623	0.557	1	CD4	up
Snapc5	0.021343646657970658	0.39759864889624547	0.244	0.115	1	CD4	up
Atxn7	0.02136413723804873	-0.36996436816830136	0.282	0.41	1	CD4	down
Myo1g	0.021414853888027132	0.3039576023878199	0.275	0.131	1	CD4	up
Tnrc6b	0.021417791067948663	-0.365528645012583	0.513	0.639	1	CD4	down
Xab2	0.021546056449733522	0.3661445380140129	0.133	0.033	1	CD4	up
Cpm	0.021671774130350464	-0.38231730963840677	0.098	0.197	1	CD4	down
Spag9	0.021672847882624025	0.5842810134689107	0.386	0.262	1	CD4	up
Hk2	0.021677323313304655	0.3365243232676683	0.133	0.033	1	CD4	up
Socs1	0.021687367731423306	0.47175649886472115	0.348	0.213	1	CD4	up
Kdm2a	0.021925382426685073	0.26898052628433733	0.405	0.23	1	CD4	up
Dusp7	0.021989725693283734	0.34721960144145353	0.136	0.033	1	CD4	up
Sh2b1	0.02201493366458183	0.47106286561057975	0.222	0.098	1	CD4	up
Rps27l	0.02206332314511746	0.4715432794975125	0.443	0.295	1	CD4	up
Macf1	0.02210594741710843	-0.36499943505883303	0.506	0.656	1	CD4	down
A930005H10Rik	0.022167842336689475	-0.3160902083480391	0.155	0.279	1	CD4	down
Mrpl42	0.022262021570983403	0.3952951082913939	0.256	0.131	1	CD4	up
Unc119	0.022350919670495448	0.3673745513257337	0.177	0.066	1	CD4	up
Fam92a	0.022383366545040775	0.30935375673070636	0.158	0.049	1	CD4	up
Chchd2	0.02239410768615644	0.303983700121754	0.87	0.869	1	CD4	up
Sub1	0.022444157367408218	0.35398210504043925	0.93	0.934	1	CD4	up
Stard3nl	0.022793965775438203	0.2901515369606238	0.136	0.033	1	CD4	up
Rasa1	0.02280029948180652	0.4863986001091115	0.358	0.213	1	CD4	up
Cul1	0.022888636905301723	0.33792635763984796	0.269	0.131	1	CD4	up
Prdx6	0.02292084185989332	-0.30433834317469355	0.655	0.803	1	CD4	down
Card19	0.022945363359962816	0.4129152923952496	0.367	0.23	1	CD4	up
Man2a1	0.02315270152112281	0.4581403656349837	0.275	0.148	1	CD4	up
Cpsf6	0.023166965827589512	0.35862012908728025	0.443	0.295	1	CD4	up
Gbp9	0.023167825004586785	0.3531170912258594	0.133	0.033	1	CD4	up
Tub	0.0232106299610576	0.30356070753468667	0.108	0.016	1	CD4	up
Dhx15	0.023411464588878692	-0.3400805836774825	0.405	0.541	1	CD4	down
Sparc	0.02355807682197621	0.4373910747258498	0.576	0.443	1	CD4	up
Camk2g	0.02382588001647114	0.39355870552850913	0.199	0.082	1	CD4	up
Nsd2	0.02384355339960893	0.37522091893739795	0.272	0.131	1	CD4	up
Rnf44	0.02396399361152534	0.32544667645346775	0.209	0.082	1	CD4	up
Rnf8	0.024058495808425905	0.28383493730450776	0.158	0.049	1	CD4	up
Fndc3a	0.024125321858628205	0.4221160473693628	0.218	0.098	1	CD4	up
Lgals3bp	0.024188541804519115	0.3588202787035786	0.177	0.066	1	CD4	up
Lysmd3	0.02429755939093436	0.4135604060410192	0.304	0.164	1	CD4	up
Nfkbie	0.02432563030107572	0.3505185234700346	0.158	0.049	1	CD4	up
Naa60	0.02445274163384419	0.33744232694744786	0.133	0.033	1	CD4	up
Brip1os	0.024477068050131518	0.2750920548507389	0.108	0.016	1	CD4	up
Zfp869	0.02449601598185881	-0.25590912862633897	0.184	0.311	1	CD4	down
Ubr3	0.024624599920306914	0.2537375199862608	0.136	0.033	1	CD4	up
Ccz1	0.024682239199658756	0.27936543018585924	0.259	0.131	1	CD4	up
Cdc25b	0.024722821791931696	-0.2817829648219442	0.076	0.164	1	CD4	down
Mir22hg	0.02472336388422428	0.4147526462951895	0.18	0.066	1	CD4	up
Ier3	0.024772234397549008	0.25359546069542904	0.139	0.033	1	CD4	up
Pnpla8	0.02480590751790482	-0.25042154924356985	0.282	0.426	1	CD4	down
Abracl	0.024919789895812037	-0.3348214019316129	0.446	0.623	1	CD4	down
Nrp1	0.02492751148820816	0.25570000509659774	0.161	0.049	1	CD4	up
Ech1	0.024953270358949543	0.3980026808498146	0.215	0.098	1	CD4	up
Brd2	0.02495897641675992	0.4521990880454321	0.722	0.607	1	CD4	up
Cenpb	0.02502218193318612	0.3114049196733812	0.225	0.098	1	CD4	up
Tmem43	0.025039521436743973	0.4540751189774299	0.196	0.082	1	CD4	up
Irf1	0.025130691890758828	0.44658654950810894	0.487	0.328	1	CD4	up
Wdr12	0.025354596487068445	-0.2691761271071833	0.044	0.115	1	CD4	down
Srsf6	0.02543573780546318	-0.3976490238863364	0.339	0.492	1	CD4	down
Gramd1b	0.025511606162113475	0.2864994567673012	0.136	0.033	1	CD4	up
Abr	0.025536244391662237	0.3942248020436591	0.152	0.049	1	CD4	up
Commd3	0.02553985723010411	0.2893325950664991	0.244	0.115	1	CD4	up
Cox6b1	0.02561682553351488	0.3571104456203811	0.712	0.623	1	CD4	up
Rnpepl1	0.025618078724632176	0.3667967885443947	0.177	0.066	1	CD4	up
Casp4	0.025633892173785217	0.3207938058376353	0.108	0.016	1	CD4	up
Tnfsf10	0.025733515612955928	0.35020571319068844	0.104	0.016	1	CD4	up
Srrd	0.025733515612955928	0.31478803776567627	0.104	0.016	1	CD4	up
St3gal4	0.025798962010848275	0.2943269045226342	0.133	0.033	1	CD4	up
Xpo1	0.02593939510541147	0.44912208636424034	0.237	0.115	1	CD4	up
Tent5c	0.025947789758442544	-0.2634197131898912	0.136	0.246	1	CD4	down
Drap1	0.02597275720256106	0.4707540970849604	0.497	0.377	1	CD4	up
Pag1	0.025992589214845277	0.6037230597066116	0.354	0.23	1	CD4	up
Utp20	0.026044930964731112	-0.27787466542664546	0.054	0.131	1	CD4	down
Ifitm2	0.02606543468026695	1.084709497171192	0.307	0.197	1	CD4	up
Grk2	0.026107640711692557	0.38998986102420785	0.56	0.41	1	CD4	up
Gnb1	0.026127056735461538	0.37378510749900484	0.623	0.525	1	CD4	up
Txndc9	0.02632824526375298	-0.3664591970315876	0.247	0.361	1	CD4	down
Klf4	0.02638698650322434	0.5442906518519277	0.506	0.393	1	CD4	up
Ramac	0.026419692358470668	0.3141111484296566	0.434	0.279	1	CD4	up
Sumo2	0.026476890769634102	0.37213494285266324	0.712	0.607	1	CD4	up
Bola2	0.026540255632803208	0.424013314029394	0.547	0.426	1	CD4	up
Cd226	0.026559150372530167	0.6011759646159134	0.263	0.148	1	CD4	up
Rabac1	0.02667894859307008	0.34635677220069283	0.709	0.656	1	CD4	up
Xpr1	0.026806739593507805	0.5576645849128656	0.288	0.164	1	CD4	up
Mapkapk3	0.02705528329554934	0.49135240701962096	0.291	0.164	1	CD4	up
Zfp281	0.02711876289527978	-0.5172653546341376	0.222	0.344	1	CD4	down
Triobp	0.0271414810462068	0.2785856982418522	0.158	0.049	1	CD4	up
Syt11	0.02723915520427273	0.5430761579267736	0.247	0.131	1	CD4	up
Flna	0.027277272078224554	0.4020147521066759	0.544	0.426	1	CD4	up
Slc22a15	0.027316502473111813	0.37141109579760373	0.104	0.016	1	CD4	up
Arhgdib	0.027437441977557837	0.33150647030229763	0.911	0.836	1	CD4	up
Pip4k2a	0.02751365446466617	0.3549850645167876	0.351	0.197	1	CD4	up
Ptpn13	0.027608981903126772	0.33707563245418304	0.225	0.098	1	CD4	up
Osbpl2	0.027624391516394387	0.30569159145377517	0.127	0.033	1	CD4	up
Smn1	0.027679473076716723	0.2888802413643585	0.104	0.016	1	CD4	up
Fasl	0.027812233551242686	0.4630414584702291	0.231	0.115	1	CD4	up
S100a8	0.027856643497219242	2.1141890439899957	0.472	0.344	1	CD4	up
Slk	0.027928467172499034	0.45315888229081736	0.449	0.311	1	CD4	up
Trib2	0.027996718784802126	-0.5297428346929103	0.187	0.295	1	CD4	down
Hsd11b1	0.028123932129896417	0.4361935451757526	0.209	0.098	1	CD4	up
Otulinl	0.028228433346089717	0.3855989476125874	0.266	0.131	1	CD4	up
Nlrc5	0.028451977114535263	0.4342557409122934	0.263	0.131	1	CD4	up
BC004004	0.02848121524155308	0.39424380143692916	0.193	0.082	1	CD4	up
Atp6ap2	0.028487246937063282	0.4073337343499852	0.316	0.197	1	CD4	up
Traf3ip3	0.028698357785525104	-0.2599807836963698	0.199	0.328	1	CD4	down
Gtpbp2	0.028979252802934598	0.4489009371623145	0.231	0.115	1	CD4	up
Cdc14a	0.028982812539622003	0.31998155234021963	0.104	0.016	1	CD4	up
Fam102b	0.02898430338194165	0.5213135003076617	0.266	0.148	1	CD4	up
Hspa5	0.029019644755301676	0.4031108673672672	0.816	0.82	1	CD4	up
Slc15a3	0.02910073406820013	0.2687054025956363	0.101	0.016	1	CD4	up
Trim33	0.029316682912149547	0.4042292035936618	0.215	0.098	1	CD4	up
Idnk	0.029474216674724826	0.5052053254391344	0.282	0.164	1	CD4	up
Birc2	0.029543545236156352	-0.35926272950326943	0.339	0.475	1	CD4	down
Capg	0.029826850269473598	0.6982208237427516	0.373	0.262	1	CD4	up
Pcnx	0.029865711270810877	0.30058644277471674	0.155	0.049	1	CD4	up
Tut4	0.030170104348343312	-0.4247695554194293	0.525	0.656	1	CD4	down
Agpat4	0.030209064495444353	0.31574304387614316	0.127	0.033	1	CD4	up
Osbpl3	0.030365451872112707	0.4400183564832091	0.19	0.082	1	CD4	up
Gpr132	0.030629464114267462	-0.277922148083142	0.465	0.607	1	CD4	down
Cltb	0.030723610706781455	-0.2513823155021384	0.104	0.197	1	CD4	down
Hilpda	0.030772255166154977	0.3626492082777687	0.209	0.098	1	CD4	up
Ubl5	0.031142932015924232	0.3529587885450447	0.759	0.672	1	CD4	up
Cstb	0.03125064736120513	0.44762727395469337	0.342	0.213	1	CD4	up
Rap1a	0.03138758236188646	0.41983764931408407	0.532	0.41	1	CD4	up
Abcb1b	0.031463463814829805	0.46649548776293837	0.152	0.049	1	CD4	up
Sos2	0.03155799923051488	0.39598609073674773	0.149	0.049	1	CD4	up
Ssbp4	0.031837287046680623	0.4028946753707714	0.269	0.148	1	CD4	up
Fkbp2	0.03187090364505443	0.3198787899703278	0.193	0.082	1	CD4	up
Gpr65	0.03189470720610057	0.5072461767874288	0.187	0.082	1	CD4	up
Ehbp1l1	0.03189470720610057	0.39517920036798604	0.187	0.082	1	CD4	up
Ptk2b	0.0320125245168307	0.46642806051945995	0.373	0.246	1	CD4	up
Slc30a5	0.03207829699001676	0.3505889306985997	0.149	0.049	1	CD4	up
Ubxn4	0.032193525307081264	0.4512646666409653	0.373	0.246	1	CD4	up
Slc25a30	0.03221751765029178	-0.25785736219286853	0.111	0.213	1	CD4	down
L1cam	0.03226259800703405	0.45557027680125417	0.171	0.066	1	CD4	up
Mink1	0.0324086552187913	0.3635157510175189	0.168	0.066	1	CD4	up
Spata2	0.032409802450152084	0.32726451967744724	0.199	0.082	1	CD4	up
Irf9	0.032441098633491774	0.37126878477295705	0.241	0.115	1	CD4	up
Saraf	0.032599842036146326	-0.2922211431509356	0.696	0.803	1	CD4	down
Dock2	0.032755735610417024	0.41983387245534876	0.608	0.508	1	CD4	up
AU020206	0.03298628946770293	0.6239042135120443	0.307	0.197	1	CD4	up
Alg5	0.03341015718886076	0.4716971919766661	0.218	0.115	1	CD4	up
Tnfsf9	0.033487454261938096	0.4933571157657368	0.142	0.049	1	CD4	up
Hspa1b	0.03359795852387674	1.3314920273307569	0.146	0.049	1	CD4	up
Rptor	0.03433808225621119	0.3143356572102907	0.146	0.049	1	CD4	up
