gene	2_p_val	2_avg_log2FC	2_pct.1	2_pct.2	2_p_val_adj	1_p_val	1_avg_log2FC	1_pct.1	1_pct.2	1_p_val_adj	3_p_val	3_avg_log2FC	3_pct.1	3_pct.2	3_p_val_adj	max_pval	minimump_p_val	min_FC
Tmem30a	1.9756317820025348e-4	-0.2909567092888793	0.51	0.492	1	2.898230519809857e-14	-0.35964921858836174	0.552	0.562	6.013248682501491e-10	0.09272483509036852	-0.1352058725058316	0.542	0.437	1	0.09272483509036852	8.694691559429342e-14	-0.1352058725058316
Cd37	0.29438550933498536	-0.14918461569755026	0.558	0.487	1	1.4261417363908599e-5	-0.24641124208799292	0.632	0.583	0.29589588746637563	0.12313738562851136	-0.13526553667706898	0.562	0.473	1	0.29438550933498536	4.278364193055068e-5	-0.13526553667706898
Zbtb20	1.4723251399249096e-5	-0.41427174124020427	0.376	0.419	0.3054780200316202	4.863717790426025e-7	-0.21593660750935184	0.456	0.475	0.010091241671575917	0.9847187797743465	-0.13549595985888663	0.373	0.339	1	0.9847187797743465	1.4591146274554e-6	-0.13549595985888663
Nxf1	0.3093563635680406	-0.14880646681271004	0.304	0.287	1	0.4879220429196471	-0.13556340007239898	0.366	0.32	1	0.5043814450945868	-0.16247774380274638	0.337	0.293	1	0.5043814450945868	0.6705708362831313	-0.13556340007239898
Cox7a2l	2.9168089590334687e-9	0.2357255668252649	0.832	0.662	6.051795228202641e-5	1.2825170308387545e-5	0.14118322309170117	0.828	0.744	0.2660966335584248	0.971807646521224	-0.1356888904528155	0.778	0.672	1	0.971807646521224	8.750426851577088e-9	-0.1356888904528155
Atp5g3	6.04007148066679e-6	-0.308892743866636	0.672	0.643	0.12531940308087455	4.247714562789339e-6	-0.16907340147457273	0.722	0.686	0.08813158174875321	0.7615072076761439	-0.13628727059534684	0.696	0.601	1	0.7615072076761439	1.274308955920763e-5	-0.13628727059534684
Micu1	0.01518993760200436	-0.1893156505635492	0.258	0.273	1	0.060227108517700745	-0.1525948791957933	0.317	0.299	1	0.2236478239967806	-0.1374031541331711	0.232	0.245	1	0.2236478239967806	0.04488111503112152	-0.1374031541331711
Tns2	4.5419468921653434e-11	-0.16809765443870195	0.046	0.115	9.423631411864654e-7	6.04505042590878e-23	-0.23665779681335758	0.044	0.147	1.2542270623675536e-18	1.1153682153772676e-9	-0.13744315373259092	0.046	0.111	2.3141659732647548e-5	1.1153682153772676e-9	1.8135151277726332e-22	-0.13744315373259092
Tmem141	0.8601525757745697	-0.13757316281388637	0.208	0.184	1	1.4584844848032531e-5	-0.2368651312690771	0.221	0.253	0.30260636090697896	0.46290198288962875	-0.14373537962677235	0.182	0.187	1	0.8601525757745697	4.3753896394102296e-5	-0.13757316281388637
Sp1	0.0013847851077683224	-0.2570239671901988	0.31	0.335	1	0.008131976947005308	-0.21082294151337122	0.388	0.367	1	0.9360088804817329	-0.13776809260782863	0.329	0.307	1	0.9360088804817329	0.00414860508942606	-0.13776809260782863
Nek7	0.12308492698115976	-0.21941597045099848	0.505	0.442	1	1.3917619238678488e-9	-0.30307516645535226	0.532	0.526	2.8876276396410126e-5	0.3691253918721445	-0.13809107490031347	0.481	0.451	1	0.3691253918721445	4.175285765792541e-9	-0.13809107490031347
Tanc2	5.237022127450043e-4	-0.19410459786273204	0.148	0.192	1	7.939888526803947e-5	-0.2272477838010693	0.197	0.232	1	0.016665002403635342	-0.13819215380104383	0.156	0.192	1	0.016665002403635342	2.3817774375571785e-4	-0.13819215380104383
Rpsa	1.5270442242414783e-22	0.30108398320169494	0.97	0.955	3.1683113564562193e-18	3.879627806213836e-12	0.21943169796403028	0.945	0.978	8.049451772332467e-8	0.1774975045499552	-0.1383902723634387	0.974	0.949	1	0.1774975045499552	4.58113267272442e-22	-0.1383902723634387
Cdkn1a	7.815277608898602e-10	0.2780771152911452	0.833	0.739	1.6215137982942817e-5	0.022644186890285016	-0.1384657832899827	0.837	0.833	1	3.441040580712755e-10	0.20537326032161873	0.84	0.663	7.1394709968628244e-6	0.022644186890285016	1.0323121738586035e-9	-0.1384657832899827
Deptor	0.3000682070238535	-0.2059624212257673	0.258	0.247	1	0.9949105382826664	-0.13878749009555402	0.325	0.279	1	0.07908192415880143	-0.19952132743674017	0.214	0.236	1	0.9949105382826664	0.21897849474764566	-0.13878749009555402
Dcaf1	0.017936160171876193	-0.162110421958963	0.106	0.133	1	0.0018845795359918847	-0.17061467169650388	0.123	0.15	1	0.01426355443162547	-0.1388644294650947	0.102	0.134	1	0.017936160171876193	0.005643090381241332	-0.1388644294650947
Abcc1	0.045530592407325675	-0.2582683476920873	0.39	0.371	1	0.007048625210724414	-0.19906873732356	0.488	0.45	1	0.5040776450274538	-0.13923111568541935	0.415	0.358	1	0.5040776450274538	0.02099717647776305	-0.13923111568541935
Stxbp6	0.6943730721895898	-0.13928152632916546	0.374	0.324	1	0.39600761663642103	-0.14676472539026075	0.431	0.382	1	0.12551766327304495	-0.22946954895886684	0.318	0.325	1	0.6943730721895898	0.33126642953392693	-0.13928152632916546
Mrpl17	0.3656126460932175	-0.15767566622738094	0.324	0.293	1	0.13893954128860103	-0.13978602408731577	0.346	0.314	1	0.8997084259513639	-0.1764547862190251	0.28	0.259	1	0.8997084259513639	0.36158815162107394	-0.13978602408731577
Cox8b	2.7683299109029966e-9	-0.3295215241230126	0.066	0.136	5.743730899141537e-5	4.838625817594059e-9	-0.140117847331488	0.058	0.115	1.0039180846344153e-4	5.693793258880961e-8	-0.34001327706790324	0.089	0.162	0.0011813482253526218	5.693793258880961e-8	8.304989709718053e-9	-0.140117847331488
Ophn1	0.9086482073247777	-0.14455323090620842	0.29	0.256	1	0.008586042146853006	-0.1713625511878435	0.386	0.371	1	0.259300182399731	-0.14036352117467188	0.263	0.268	1	0.9086482073247777	0.02553759904537163	-0.14036352117467188
Mfge8	0.1843755383685675	-0.14038709065445454	0.158	0.169	1	3.287700361933235e-5	-0.20906531118530797	0.212	0.246	0.6821320710939076	8.814667483998984e-5	-0.26046248461363214	0.152	0.212	1	0.1843755383685675	9.862776820143273e-5	-0.14038709065445454
Gt(ROSA)26Sor	0.23584030782800455	-0.14056724201117815	0.195	0.199	1	0.002216122413448531	-0.2088055250290145	0.23	0.244	1	0.6261001203389827	-0.17664773925825605	0.205	0.205	1	0.6261001203389827	0.006633644528508616	-0.14056724201117815
Impact	0.2980820949334252	-0.14070139756703137	0.364	0.302	1	1.6484902326727886e-5	-0.31159620283916867	0.404	0.421	0.3420287534749502	2.7669102509099256e-14	0.2826963986646108	0.459	0.257	5.740785388587914e-10	0.2980820949334252	8.300730752729567e-14	-0.14070139756703137
Ski	0.02431052973283755	-0.20217825807615575	0.667	0.582	1	2.7136983731336177e-11	-0.2978309293895496	0.704	0.668	5.63038138457763e-7	0.41206080423049646	-0.14101278505572767	0.63	0.57	1	0.41206080423049646	8.141095119179946e-11	-0.14101278505572767
Mgl2	0.14654071756151166	-0.1411634791501053	0.268	0.285	1	0.18426282812277306	0.17119174180086283	0.34	0.31	1	0.09405484366333507	-0.22001393729751695	0.231	0.268	1	0.18426282812277306	0.25645762878460204	-0.1411634791501053
Slc25a4	0.007778260021017375	-0.21009504643950683	0.54	0.504	1	0.02787117572657261	-0.14118375628235014	0.6	0.54	1	6.1724229264204755e-6	-0.4991439892026537	0.499	0.526	0.12806543087737202	0.02787117572657261	1.8517154483082233e-5	-0.14118375628235014
Pnpla8	0.04018352413968201	-0.21726504994250584	0.378	0.367	1	0.1969707860747613	-0.14327418979821493	0.435	0.39	1	0.6526024202910008	-0.15542408215458492	0.364	0.337	1	0.6526024202910008	0.11577131054597779	-0.14327418979821493
Phf23	0.24768680637920806	-0.22333010047979973	0.445	0.404	1	2.552633456084425e-21	-0.5018577811434484	0.478	0.533	5.296203894683965e-17	0.7577232063979811	-0.14350067127102162	0.468	0.425	1	0.7577232063979811	7.657900368253278e-21	-0.14350067127102162
Crip2	0.015861881615154727	-0.2967334715182517	0.222	0.244	1	0.17273035555817395	-0.1438434374662918	0.253	0.251	1	0.004518836307385118	-0.23407131527734126	0.241	0.282	1	0.17273035555817395	0.013495341551538777	-0.1438434374662918
