gene	2_p_val	2_avg_log2FC	2_pct.1	2_pct.2	2_p_val_adj	1_p_val	1_avg_log2FC	1_pct.1	1_pct.2	1_p_val_adj	3_p_val	3_avg_log2FC	3_pct.1	3_pct.2	3_p_val_adj	max_pval	minimump_p_val	min_FC
Palld	2.955668391768033e-5	-0.2398694695452285	0.092	0.143	0.6132420779240315	4.721227443188162e-24	-0.3363915783974647	0.106	0.234	9.795602699126798e-20	1.2403352431005247e-15	-0.31165619161878944	0.086	0.198	2.5734475623849688e-11	2.955668391768033e-5	1.416368232956448e-23	-0.2398694695452285
Nr1d2	2.5125217882599453e-10	-0.39314872902862513	0.208	0.299	5.2129802062817345e-6	1.0841729026716894e-14	-0.3042958513722922	0.268	0.354	2.2494419384632213e-10	0.10960287457313354	-0.24157249398366681	0.263	0.277	1	0.10960287457313354	3.252518708015031e-14	-0.24157249398366681
Pxdc1	2.6784079714377637e-8	-0.2920698730921657	0.066	0.13	5.557160859139072e-4	8.199272852932075e-37	-0.5095957168646554	0.077	0.236	1.701185131526347e-32	6.148811580075642e-7	-0.2417068718293697	0.085	0.152	0.012757554266340941	6.148811580075642e-7	2.459781855879617e-36	-0.2417068718293697
Coro2b	1.3459520586183078e-35	-0.31462758791604334	0.017	0.133	2.792581331221265e-31	1.3748140716038119e-18	-0.2421142029845766	0.046	0.136	2.852464235763589e-14	3.2791292533859113e-25	-0.24418694706508903	0.031	0.136	6.803537374925089e-21	1.3748140716038119e-18	4.0378561758549303e-35	-0.2421142029845766
Hspb1	7.421696900097821e-5	-0.24411090396329843	0.098	0.148	1	5.2179980125730235e-24	-0.4239413155712124	0.085	0.207	1.082630227648651e-19	1.3128184152064964e-6	-0.524908189791767	0.118	0.185	0.027238356478704387	7.421696900097821e-5	1.5653994037718986e-23	-0.24411090396329843
Pea15a	0.0013646478816552393	-0.32529228524645815	0.513	0.49	1	3.9814946602708686e-20	-0.3998469424210854	0.569	0.601	8.260805121129998e-16	0.4185333882607367	-0.24494458503268834	0.513	0.469	1	0.4185333882607367	1.1944483980812555e-19	-0.24494458503268834
Adam19	0.001665884105058738	-0.2794362688718911	0.244	0.278	1	8.467115646636074e-7	-0.24522443490329515	0.274	0.323	0.017567571543640526	5.793170935781166e-12	-0.3963949434427321	0.212	0.33	1.2019671057558764e-7	0.001665884105058738	1.7379512807242863e-11	-0.24522443490329515
Idh2	0.006935961852610417	-0.2455838842726632	0.39	0.389	1	2.6207737428694552e-8	-0.2727253469997323	0.456	0.464	5.437581361705545e-4	4.918919769383316e-11	-0.45317576877662924	0.316	0.42	1.0205774737516504e-6	0.006935961852610417	1.4756759307424071e-10	-0.2455838842726632
Rhob	2.177191863062801e-6	-0.38937533185906803	0.71	0.698	0.045172376774826994	6.248579863233379e-7	-0.2476713606995653	0.743	0.76	0.012964553500236614	0.012401050993987223	-0.3191958735816831	0.692	0.647	1	0.012401050993987223	1.8745727876277479e-6	-0.2476713606995653
Npl	2.2081395850313846e-5	-0.2482099865871336	0.151	0.207	0.4581448011023117	1.7927479551545522e-15	-0.33466250964679717	0.209	0.31	3.719593457354665e-11	2.746922556203328e-19	-0.35447756227950117	0.116	0.256	5.699314919610665e-15	2.2081395850313846e-5	8.240767668609954e-19	-0.2482099865871336
Gfra2	6.615830041003542e-47	-0.42343546064905896	0.018	0.161	1.372652416907415e-42	6.96928765775496e-20	-0.28805398428183726	0.064	0.166	1.445987803230999e-15	2.4857059419905514e-25	-0.24852839542464525	0.041	0.157	5.157342688441996e-21	6.96928765775496e-20	1.984749012301065e-46	-0.24852839542464525
Gclc	0.0033393869101580233	-0.479744994943475	0.268	0.288	1	1.5935969694555414e-14	-0.5037473350687699	0.309	0.386	3.306394992226357e-10	0.590837678119412	-0.2491189927034675	0.327	0.31	1	0.590837678119412	4.780790908366559e-14	-0.2491189927034675
Tcf4	5.868701470288136e-15	-0.4968250571682358	0.721	0.725	1.2176381810553824e-10	1.5606559256225873e-19	-0.28101591359798683	0.772	0.786	3.238048914481744e-15	0.013934763380775022	-0.2527849238772393	0.736	0.654	1	0.013934763380775022	4.681967776867754e-19	-0.2527849238772393
Enpep	1.0803589416693839e-38	-0.4640375765125065	0.024	0.157	2.2415287321756377e-34	2.4997544867418286e-10	-0.2532684519871299	0.068	0.133	5.186490609091946e-6	7.79695530620214e-18	-0.29556807782587047	0.047	0.145	1.61771228693082e-13	2.4997544867418286e-10	3.241076825008139e-38	-0.2532684519871299
Lrp6	0.006389519573302722	-0.25371067279093695	0.329	0.344	1	8.640588789813155e-8	-0.28011918349829956	0.407	0.43	0.0017927493621104334	4.8777674636842424e-11	-0.41341528528683813	0.28	0.388	1.0120391933652067e-6	0.006389519573302722	1.4633302390338976e-10	-0.25371067279093695
Ehd4	5.939319619937544e-8	-0.25385434525940465	0.82	0.786	0.0012322900347446417	3.33750719981938e-15	-0.28260195915630426	0.824	0.849	6.92465993818525e-11	4.1463413880284545e-11	-0.4359508449844811	0.781	0.721	8.602829111881438e-7	5.939319619937544e-8	1.0012521599458051e-14	-0.25385434525940465
Bin1	0.006006462315981823	-0.25487838917060635	0.528	0.498	1	6.193016098198805e-35	-0.5974325207754769	0.566	0.632	1.2849269800542882e-30	0.18376941015429565	-0.2654145842520823	0.481	0.455	1	0.18376941015429565	1.857904829459643e-34	-0.25487838917060635
Wfdc17	0.003910198555096101	-0.34285276403488707	0.827	0.807	1	5.75680973393409e-25	-0.7365487144761249	0.82	0.881	1.1944228835966449e-20	0.21161640400924503	-0.2559676434225828	0.797	0.748	1	0.21161640400924503	1.7270429201802258e-24	-0.2559676434225828
Rora	2.577828631897495e-12	-0.41879184571932404	0.136	0.235	5.3484788454609224e-8	2.283528987275614e-21	-0.42482948787185104	0.186	0.307	4.7378659427994437e-17	0.004469655047990241	-0.25689333125191355	0.184	0.222	1	0.004469655047990241	6.850586961826805e-21	-0.25689333125191355
Siglech	8.159838396925677e-27	-0.38846101739867905	0.024	0.127	1.6930032705941395e-22	2.1246660292156293e-16	-0.2586683725471295	0.031	0.106	4.4082570774165875e-12	4.18650269079606e-17	-0.2832533659590047	0.037	0.123	8.686155782863665e-13	2.1246660292156293e-16	2.4479515190776894e-26	-0.2586683725471295
Neb	3.082986876524214e-10	-0.32114471882592255	0.066	0.14	6.39658117141244e-6	4.002262604299789e-19	-0.29095302280107216	0.036	0.124	8.303894451401202e-15	6.907680956805712e-7	-0.2587334981262301	0.084	0.148	0.01433205644918049	6.907680956805712e-7	1.2006787812899346e-18	-0.2587334981262301
Eps15	4.5577355484019997e-7	-0.464312723786793	0.446	0.468	0.009456389715824468	1.2446074843835322e-8	-0.2905825410258417	0.546	0.538	2.5823116085989527e-4	0.020640545613695275	-0.25998923151646347	0.457	0.451	1	0.020640545613695275	3.7338224066791736e-8	-0.25998923151646347
Ndufa4	3.4374723126284497e-7	-0.2600515225201345	0.779	0.719	0.0071320675542415075	5.0127841073912e-34	-0.4076677696135089	0.801	0.809	1.0400524466015262e-29	0.007162146551839388	-0.26215825111932434	0.767	0.679	1	0.007162146551839388	1.5038352322173653e-33	-0.2600515225201345
C4b	1.693030222619911e-16	-0.7789620600268833	0.186	0.315	3.5126991058917915e-12	3.0223997138551295e-6	-0.2600974208048068	0.277	0.334	0.06270874926306623	6.696310198014608e-5	-0.38062525360990407	0.21	0.275	1	6.696310198014608e-5	5.079090667859734e-16	-0.2600974208048068
Rgs7bp	8.635795628786138e-26	-0.31128441270107876	0.02	0.116	1.791754877060548e-21	3.6837927739663374e-41	-0.34702489193591074	0.026	0.175	7.643133247425357e-37	6.369266190535573e-24	-0.2628730460788104	0.032	0.132	1.3214953492123206e-19	6.369266190535573e-24	1.1051378321898972e-40	-0.2628730460788104
Cebpd	0.0656257685433796	-0.2644893224667475	0.4	0.392	1	1.269233447533173e-9	-0.37671080245639377	0.425	0.468	2.633405556941827e-5	1.7283708145793677e-8	-0.5527664479292917	0.368	0.446	3.586023766089272e-4	0.0656257685433796	3.8077003377666635e-9	-0.2644893224667475
Tfrc	2.0027356173690067e-18	-0.6004651999783749	0.272	0.404	4.155275858917215e-14	1.4490813966254953e-26	-0.6749110245302055	0.343	0.469	3.0065540817185776e-22	0.0038806691776873516	-0.2655891067013705	0.299	0.344	1	0.0038806691776873516	4.347244189876487e-26	-0.2655891067013705
P2ry13	6.517672609232615e-4	-0.2677727961230991	0.114	0.155	1	9.63974363031767e-17	-0.3492455773952232	0.118	0.217	2.00005400841831e-12	4.008823189363395e-8	-0.27632438624879285	0.09	0.164	8.317506353291172e-4	6.517672609232615e-4	2.8919230890952966e-16	-0.2677727961230991
Usp24	3.740797853072538e-4	-0.26877251521233103	0.227	0.265	1	2.1302041817433372e-16	-0.400222409222171	0.292	0.37	4.419747636281076e-12	5.9358173221840864e-6	-0.2986104749233918	0.221	0.293	0.12315633780067542	3.740797853072538e-4	6.390612545230017e-16	-0.26877251521233103
Stab1	2.188318826999145e-5	-0.3347324927775255	0.564	0.59	0.45403239022578257	1.9078415237508774e-13	-0.27204285641775705	0.612	0.673	3.95838959347832e-9	3.5047965279077096e-11	-0.44430627985119386	0.487	0.593	7.271751836102916e-7	2.188318826999145e-5	5.723524571251553e-13	-0.27204285641775705
Tcf12	3.2588078021898626e-6	-0.3852665255375407	0.396	0.418	0.06761374427983527	4.531682247420962e-9	-0.2726114689042529	0.483	0.489	9.402334326949012e-5	0.03325930171633534	-0.28331163977466334	0.396	0.39	1	0.03325930171633534	1.3595046680654463e-8	-0.2726114689042529
St3gal6	1.405333793022267e-9	-0.3305596080163751	0.094	0.173	2.9157865537625996e-5	1.2383749773270193e-13	-0.27275398481646257	0.107	0.195	2.5693804029581e-9	2.5567112897560485e-12	-0.3211822490036706	0.103	0.206	5.304664583985849e-8	1.405333793022267e-9	3.7151249319806023e-13	-0.27275398481646257
Midn	0.2876357788530932	-0.27356155438779406	0.529	0.465	1	1.3241064514394097e-5	-0.2887149777606892	0.588	0.569	0.2747256065446487	0.08555712295482475	-0.30509763646213983	0.476	0.45	1	0.2876357788530932	3.9722667568135364e-5	-0.27356155438779406
Srsf2	1.9838094426836005e-10	-0.41214664770639287	0.787	0.754	4.116007831679935e-6	3.2197715911274736e-29	-0.45477445480282985	0.799	0.823	6.680382097271283e-25	0.17023061780694762	-0.27473063945404563	0.788	0.674	1	0.17023061780694762	9.659314773382362e-29	-0.27473063945404563
Pkp4	5.109835091289633e-12	-0.3374527325794149	0.086	0.173	1.060188584740773e-7	9.494475695678818e-22	-0.28516334227227	0.113	0.233	1.9699138173394413e-17	1.2272660012286665e-12	-0.2749782054486455	0.087	0.183	2.5463314993492374e-8	5.109835091289633e-12	2.8483427087036375e-21	-0.2749782054486455
Fermt2	3.7602670380247707e-20	-0.3389530673953518	0.045	0.148	7.801802050493794e-16	4.787241724244231e-53	-0.5060111490196141	0.042	0.234	9.932569129461932e-49	2.3519600124042406e-10	-0.2768796051705745	0.068	0.146	4.8798466337363185e-6	2.3519600124042406e-10	1.4361725172732722e-52	-0.2768796051705745
Hexim1	0.2939907738336453	-0.2770115131690907	0.5	0.446	1	4.393574875723916e-9	-0.41046028164209214	0.542	0.542	9.115789152151981e-5	0.7893823453529651	-0.3252062061483916	0.493	0.444	1	0.7893823453529651	1.318072456926125e-8	-0.2770115131690907
Rell1	0.0017592742871347417	-0.28578525079330497	0.487	0.468	1	1.8055933093740348e-7	-0.2784244249437151	0.55	0.54	0.0037462449982892474	0.0025057110030764136	-0.30228912122918594	0.441	0.446	1	0.0025057110030764136	5.416778950071999e-7	-0.2784244249437151
Ctsk	0.6493885071622116	-0.6179192420220019	0.119	0.116	1	0.5650977068374443	-0.36897007855564795	0.147	0.127	1	0.45626453187421123	-0.2794955655316239	0.118	0.122	1	0.6493885071622116	0.8392455553300433	-0.2794955655316239
Gprc5b	1.848243203346193e-17	-0.35346681581615713	0.102	0.222	3.834734998302681e-13	2.5635892230137586e-26	-0.3588863775304951	0.126	0.262	5.318934919908947e-22	1.334397409377635e-18	-0.2826810095923103	0.084	0.206	2.7686077449767173e-14	1.848243203346193e-17	7.690767669041237e-26	-0.2826810095923103
Slc38a2	1.6559419166045316e-17	-0.5494015868460274	0.757	0.759	3.4357482885710824e-13	1.0135897368033342e-19	-0.32660221385804666	0.831	0.839	2.1029959859195578e-15	0.32289115643169547	-0.28285708013338295	0.797	0.684	1	0.32289115643169547	3.040769210409985e-19	-0.28285708013338295
Prune2	5.149050154988055e-4	-0.3661542385740423	0.242	0.276	1	1.3011701655071295e-9	-0.32672376171961337	0.308	0.357	2.6996678593941923e-5	3.352057673194087e-5	-0.2836185096011974	0.229	0.296	0.6954849260343091	5.149050154988055e-4	3.903510491442266e-9	-0.2836185096011974
Cbr2	6.2705472829685844e-9	-0.2842690738904008	0.462	0.569	1.301013150270322e-4	2.4575469335325405e-62	-0.7431495898642138	0.515	0.745	5.098918377693315e-58	6.476768545902702e-19	-0.6089860041929327	0.4	0.575	1.3437999379038927e-14	6.2705472829685844e-9	7.372640800597658e-62	-0.2842690738904008
Csrp3	1.0937046832877712e-16	-0.42170966027360096	0.064	0.163	2.269218476885468e-12	6.425048599780164e-23	-0.28471131440141106	0.046	0.151	1.3330690834823884e-18	4.961921073199119e-47	-0.7924176154380753	0.064	0.257	1.0294993842673532e-42	1.0937046832877712e-16	1.488576321959725e-46	-0.28471131440141106
Tppp	1.4056567479053632e-12	-0.304370380793091	0.087	0.179	2.9164566205540476e-8	2.567698023431623e-10	-0.28623040378431996	0.134	0.208	5.327459859015931e-6	3.0748731646656695e-10	-0.29237837458333144	0.09	0.175	6.379746842048331e-6	3.0748731646656695e-10	4.2169702437101656e-12	-0.28623040378431996
Cd109	2.86550587455939e-6	-0.3357752280661053	0.218	0.281	0.05945351588535823	7.638933898266811e-26	-0.48401595334662456	0.267	0.394	1.584926005212398e-21	0.021644626556825353	-0.28707707589618214	0.255	0.279	1	0.021644626556825353	2.291680169480045e-25	-0.28707707589618214
Aldoa	2.7173717931560063e-13	-0.2903638892270317	0.727	0.769	5.638002996440082e-9	9.671299669526677e-27	-0.36016692369100145	0.742	0.802	2.0066012554333949e-22	2.9687876315333423e-8	-0.42629229370971933	0.757	0.76	6.159640577905379e-4	2.9687876315333423e-8	2.9013899008579964e-26	-0.2903638892270317
Ctsl	0.0015913074984417706	-0.3171803886204545	0.74	0.712	1	2.5228120097749093e-11	-0.2916334352283907	0.794	0.792	5.234330357880982e-7	1.0780956149151173e-6	-0.43650241475271145	0.729	0.704	0.022368327818258853	0.0015913074984417706	7.568436029133798e-11	-0.2916334352283907
Adam15	3.9947755487408686e-7	-0.3632026512672042	0.654	0.635	0.008288360308527554	2.6887389154887366e-15	-0.29216909849252537	0.723	0.719	5.5785955018560304e-11	0.0011292842321850565	-0.29557784908867557	0.642	0.621	1	0.0011292842321850565	8.066216746466164e-15	-0.29216909849252537
Kank2	1.330628645818382e-7	-0.2931578524246806	0.148	0.22	0.002760788314343979	1.2706275705282298e-31	-0.44505646670350857	0.189	0.342	2.6362980833319713e-27	8.922672030234294e-13	-0.3129220958288258	0.115	0.222	1.8512759928330115e-8	1.330628645818382e-7	3.8118827115846555e-31	-0.2931578524246806
Klf4	2.4875131790397706e-16	-0.6147526240487382	0.83	0.876	5.161092343871716e-12	7.012956604309524e-15	-0.2932671054195026	0.854	0.919	1.4550482362621402e-10	4.573315621264343e-7	-0.6832840132041542	0.859	0.783	0.00948871525099926	4.573315621264343e-7	7.462539537119296e-16	-0.2932671054195026
Itsn1	7.893589302745467e-4	-0.3510086606405167	0.354	0.371	1	2.351131582019685e-14	-0.35059154477427756	0.429	0.487	4.878127806374443e-10	2.7414991081512955e-5	-0.29393510089268904	0.324	0.395	0.5688062349592308	7.893589302745467e-4	7.053394746058908e-14	-0.29393510089268904
Ctsf	1.9558411866767696e-19	-0.2985962784742392	0.054	0.158	4.0579792941169616e-15	9.694061641251378e-26	-0.31959431093813073	0.085	0.212	2.011323909326836e-21	5.706168269841477e-18	-0.2943454628297829	0.071	0.183	1.1839157926267095e-13	5.706168269841477e-18	2.9082184923754065e-25	-0.2943454628297829
Mtss1	4.901122769623562e-16	-0.47536117730284766	0.738	0.742	1.0168849522414966e-11	4.751011520140225e-58	-0.570049601955126	0.774	0.849	9.857398701986939e-54	4.4909651443589206e-4	-0.29624838331897596	0.739	0.686	1	4.4909651443589206e-4	1.4253034560420817e-57	-0.29624838331897596
Akr1b8	2.3337930253811577e-15	-0.29902726374952227	0.056	0.146	4.842153769060826e-11	1.2151419861074587e-22	-0.29821495467027603	0.065	0.174	2.521176592775755e-18	3.281639193181704e-25	-0.32285186542429806	0.053	0.178	6.8087449980134e-21	2.3337930253811577e-15	9.844917579545076e-25	-0.29821495467027603
Nupr1	0.0025541721580595016	-0.3006239762193401	0.587	0.584	1	1.0026324467583968e-34	-0.7274155682494747	0.607	0.697	2.0802618005343218e-30	0.1632418930913694	-0.31243950365332007	0.54	0.527	1	0.1632418930913694	3.0078973402751767e-34	-0.3006239762193401
Cpne8	5.745186253771812e-35	-0.30645732642152984	0.022	0.145	1.1920112439325757e-30	9.890261963536017e-51	-0.36452484009352176	0.018	0.187	2.052031552194453e-46	2.1401852766662834e-36	-0.3016527309284554	0.038	0.178	4.440456412027205e-32	5.745186253771812e-35	2.967078589060804e-50	-0.3016527309284554
Uaca	1.2637497829629702e-22	-0.30232923073717655	0.048	0.16	2.6220280496915704e-18	1.4239046409552909e-39	-0.3489183632157373	0.041	0.195	2.9543173490540377e-35	2.102214762296848e-23	-0.3111925865619605	0.052	0.169	4.361675188813501e-19	1.2637497829629702e-22	4.2717139228658555e-39	-0.30232923073717655
Slc9a3r2	9.026872496221079e-22	-0.3180016644259152	0.047	0.157	1.8728955055159495e-17	4.824980197174934e-53	-0.4813300281768217	0.072	0.28	1.0010868913098553e-48	1.3030838986740141e-20	-0.3038848950248296	0.063	0.182	2.7036384729688446e-16	1.3030838986740141e-20	1.4474940591524861e-52	-0.3038848950248296
Hpgd	3.441304373990519e-44	-0.853621016077732	0.4	0.63	7.140018315155529e-40	5.826035632259101e-53	-0.6962169221688386	0.472	0.665	1.2087858729811184e-48	5.533684764964782e-7	-0.30493372551529196	0.441	0.531	0.011481289150348928	5.533684764964782e-7	1.747810689677727e-52	-0.30493372551529196
B3gnt2	0.007073081387722561	-0.3052808932041826	0.376	0.368	1	1.419063242111318e-13	-0.41701774551755344	0.455	0.482	2.9442724147325625e-9	0.006443556339180056	-0.33584567118251596	0.341	0.358	1	0.007073081387722561	4.257189726333358e-13	-0.3052808932041826
Dstn	9.449021361786553e-16	-0.41933817030473053	0.78	0.765	1.960482952143474e-11	2.2143425912869077e-23	-0.356171777005454	0.805	0.825	4.594318008402076e-19	1.4472408204486257e-4	-0.30629017786811996	0.783	0.697	1	1.4472408204486257e-4	6.6430277738607e-23	-0.30629017786811996
Mat2a	1.6966129990078553e-9	-0.4990376843751747	0.789	0.787	3.520132650341498e-5	4.219361890812277e-64	-0.8561482780306822	0.802	0.867	8.754332051057313e-60	0.6109570188161817	-0.30788637261222584	0.814	0.704	1	0.6109570188161817	1.2658085672436952e-63	-0.30788637261222584
Cox6a2	2.939248607831368e-7	-0.3097119673255795	0.12	0.19	0.006098353011528522	1.735697144066326e-21	-0.38292026703210624	0.081	0.192	3.6012244345088134e-17	0.0018126951236037204	-0.4756367580145836	0.138	0.18	1	0.0018126951236037204	5.207091432198968e-21	-0.3097119673255795
Qpct	3.262255698876826e-6	-0.3189553501644101	0.272	0.335	0.0676852812402964	5.221755296782388e-16	-0.38470193528674834	0.345	0.431	1.0834097889764099e-11	6.368786282528443e-5	-0.3111203052986764	0.273	0.332	1	6.368786282528443e-5	1.5665265890347155e-15	-0.3111203052986764
Gpr34	4.873961735665195e-8	-0.4881070903682998	0.577	0.57	0.0010112495809158147	1.6119913259769929e-49	-0.7601577335670218	0.579	0.695	3.344559603137065e-45	1.927045899366044e-4	-0.31399093619430474	0.537	0.55	1	1.927045899366044e-4	4.83597397793097e-49	-0.31399093619430474
P2rx7	7.387303688588632e-4	-0.3143447684600721	0.28	0.309	1	1.099132485756579e-13	-0.520321523291962	0.343	0.404	2.28048008144775e-9	1.1746570044977695e-8	-0.45165424239681806	0.251	0.344	2.4371783529319722e-4	7.387303688588632e-4	3.297397457269376e-13	-0.3143447684600721
Fkbp1a	6.201042768246457e-17	-0.48714200357856585	0.697	0.698	1.2865923535557748e-12	2.646285173626817e-30	-0.42694226581501815	0.746	0.773	5.49051247824092e-26	4.793851229780619e-5	-0.31485640084302324	0.703	0.651	0.9946282531548828	4.793851229780619e-5	7.938855520880463e-30	-0.31485640084302324
P2ry10b	0.19552079790707935	-0.3241904865252061	0.381	0.359	1	4.721497098118455e-8	-0.42380215483208183	0.438	0.465	9.79616217917617e-4	0.47213011567124213	-0.3185297418379417	0.349	0.328	1	0.47213011567124213	1.4164490625579323e-7	-0.3185297418379417
Ank2	9.661809734287361e-35	-0.39095921227584074	0.029	0.16	2.0046322836699417e-30	1.0459915961461032e-48	-0.4257483005393964	0.051	0.238	2.1702233636839348e-44	2.301959756306078e-24	-0.31896962053785205	0.045	0.16	4.7761061023838506e-20	2.301959756306078e-24	3.137974788438293e-48	-0.31896962053785205
Etv1	7.548791458239775e-10	-0.3798233379160235	0.207	0.296	1.5662232517555886e-5	3.24083256427806e-36	-0.547593178608158	0.234	0.398	6.724079404364118e-32	1.2406966728463617e-7	-0.3219490253277209	0.197	0.287	0.002574197456821631	1.2406966728463617e-7	9.72249769283415e-36	-0.3219490253277209
Ccdc50	1.6333040599465234e-4	-0.32374934817438583	0.589	0.552	1	2.5192531964520554e-17	-0.32990478507779564	0.649	0.659	5.226946531998725e-13	0.0010799509845493356	-0.352982466505114	0.572	0.541	1	0.0010799509845493356	7.557759589356174e-17	-0.32374934817438583
Mustn1	9.343944041936847e-28	-0.47635731752414123	0.043	0.166	1.938681509821057e-23	5.642136422406337e-26	-0.32480150942007285	0.046	0.16	1.1706304649208668e-21	1.141284253224975e-25	-0.5567716747896292	0.061	0.192	2.367936568591178e-21	1.141284253224975e-25	2.8031832125810406e-27	-0.32480150942007285
Qk	1.3009823070944656e-19	-0.4491447292242068	0.825	0.822	2.6992780907595972e-15	6.863932593438881e-43	-0.4523341541637729	0.834	0.867	1.424128734486699e-38	4.2646465574796636e-5	-0.32504222742800204	0.826	0.739	0.8848288677458807	4.2646465574796636e-5	2.0591797780316503e-42	-0.32504222742800204
Gpx3	3.929896021256086e-18	-0.5235397415575802	0.102	0.223	8.153748264902127e-14	2.6886453938249728e-12	-0.32543968819798413	0.141	0.221	5.578401463108054e-8	2.1946632694100446e-5	-0.3703168282635516	0.143	0.208	0.45534873513719604	2.1946632694100446e-5	1.1789688063768207e-17	-0.32543968819798413
Evi5	1.0265700893424402e-7	-0.3980074751392785	0.307	0.365	0.002129927621367695	5.446865205439518e-13	-0.39147483893989	0.395	0.435	1.1301155928245912e-8	7.145087641618642e-6	-0.33559607508897904	0.298	0.363	0.1482462783883036	7.145087641618642e-6	1.6340595616309647e-12	-0.33559607508897904
Sptbn1	9.082784129652296e-6	-0.45161320646985714	0.414	0.419	0.18844960512202583	4.330951039754796e-29	-0.6342111965511739	0.476	0.546	8.98585721728325e-25	0.006543059317908367	-0.3393071556557782	0.429	0.422	1	0.006543059317908367	1.29928531192644e-28	-0.3393071556557782
Eno3	1.8613253755400847e-11	-0.339711927647958	0.134	0.231	3.8618778891705675e-7	9.293687550980681e-27	-0.4053013122656723	0.093	0.224	1.9282542930774717e-22	1.1452117695478211e-20	-0.7547584429088878	0.143	0.295	2.3760853794578194e-16	1.8613253755400847e-11	2.788106265294201e-26	-0.339711927647958
Timp2	2.1669368101826586e-12	-0.3419252030165585	0.895	0.867	4.49596049376698e-8	1.0382274776062445e-56	-0.8288847892685984	0.888	0.94	2.154114370537436e-52	2.9232342876142718e-18	-0.42262336144913526	0.891	0.847	6.06512649994209e-14	2.1669368101826586e-12	3.1146824328187463e-56	-0.3419252030165585
Xlr	7.178103604097206e-37	-0.39674537325082965	0.024	0.154	1.4893129357780884e-32	1.798760173023879e-36	-0.3728177360659024	0.036	0.18	3.7320676069899446e-32	6.894427033867914e-26	-0.34213579814550477	0.038	0.152	1.4304557209869147e-21	6.894427033867914e-26	2.1534310812291456e-36	-0.34213579814550477
Slco2b1	1.3213317094606549e-10	-0.3965456626670818	0.293	0.391	2.7414990307889667e-6	1.4181135632894212e-20	-0.44014313363760027	0.353	0.452	2.942302021112891e-16	4.391201608527774e-8	-0.3464021711030587	0.277	0.37	9.110865097373425e-4	4.391201608527774e-8	4.2543406898682675e-20	-0.3464021711030587
Rapgef6	2.2833378641224368e-10	-0.591931326858989	0.424	0.477	4.737469400481232e-6	7.788306750943899e-19	-0.41229294033436314	0.498	0.556	1.61591788468584e-14	8.543993099582538e-4	-0.3467528163861675	0.414	0.441	1	8.543993099582538e-4	2.3364920252831587e-18	-0.3467528163861675
Tslp	2.1203607192504414e-28	-0.44797691748548396	0.05	0.183	4.3993244203008155e-24	3.4454235490339e-22	-0.3510986146743411	0.077	0.192	7.148564779535535e-18	1.0064011742413356e-24	-0.3793226072896423	0.058	0.187	2.0880811563159233e-20	3.4454235490339e-22	6.361082157751326e-28	-0.3510986146743411
Myl2	8.116602317895452e-40	-0.4852524871261739	0.027	0.169	1.6840326489169483e-35	2.9361785056617734e-34	-0.4711964308628166	0.018	0.138	6.0919831635470476e-30	1.5463808792065466e-4	-0.3539925567216348	0.069	0.115	1	1.5463808792065466e-4	2.4349806953686425e-39	-0.3539925567216348
Snx2	6.582274996878481e-16	-0.5670661580126855	0.669	0.679	1.3656904163523473e-11	1.8958853275400494e-65	-0.7444477228006021	0.687	0.79	3.933582877580095e-61	8.674038991940842e-7	-0.3540166959103226	0.645	0.649	0.01799689610047886	8.674038991940842e-7	5.687655982620123e-65	-0.3540166959103226
Mafb	2.7300713486416875e-16	-0.3605525662489608	0.837	0.887	5.664352034161773e-12	1.2362990829556546e-17	-0.3617909962998169	0.839	0.9	2.5650733373163924e-13	2.1285236845579265e-7	-0.4019146914334488	0.835	0.797	0.004416260940720786	2.1285236845579265e-7	3.7088972488669673e-17	-0.3605525662489608
Rnasel	2.2341513294189322e-12	-0.48115016509004827	0.293	0.394	4.635417178278401e-8	1.5973023338024915e-14	-0.3654349689616837	0.372	0.455	3.314082882173409e-10	8.508580579599973e-10	-0.36258062738080965	0.258	0.363	1.7653602986554024e-5	8.508580579599973e-10	4.79190700140741e-14	-0.36258062738080965
Gsn	5.388953841371535e-11	-0.700212084392764	0.8	0.787	1.1181001430077662e-6	4.494548588770666e-15	-0.5013642495903414	0.826	0.8	9.325289411981378e-11	5.505141883272321e-5	-0.36487837602567463	0.801	0.762	1	5.505141883272321e-5	1.348364576631194e-14	-0.36487837602567463
Higd2a	9.167767178433826e-10	-0.38796215858252014	0.515	0.534	1.9021283341814502e-5	1.3784771756742676e-17	-0.3798144373816086	0.584	0.592	2.8600644440889704e-13	8.182885027385233e-4	-0.36933532263648294	0.497	0.508	1	8.182885027385233e-4	4.135431527022794e-17	-0.36933532263648294
Timd4	3.039190131132154e-42	-0.43141698349821345	0.024	0.169	6.305711684072992e-38	2.0421046012839656e-68	-0.5460893083359792	0.038	0.272	4.236958626743972e-64	6.234700229725976e-27	-0.3701217454593675	0.054	0.187	1.2935756036635454e-22	6.234700229725976e-27	6.1263138038518606e-68	-0.3701217454593675
Cd81	1.4086424081031325e-10	-0.41179177542583933	0.623	0.662	2.9226512683323794e-6	2.324595489398458e-28	-0.3703722678054462	0.68	0.787	4.823070721403921e-24	2.2625053956164673e-11	-0.46367733121819454	0.627	0.668	4.6942461948250465e-7	1.4086424081031325e-10	6.973786468195365e-28	-0.3703722678054462
